docid,class,logistic,colors,date,title
nyp.33433075821912,0,0.6619734211,0.0002337857292269075,1797,The adventures of Gil Blas of Santillane
njp.32101068776283,0,0.2969243703,0.0008427345942550942,1732,The life of Sethos
uc2.ark+=13960=t0ks6n638,0,0.6045531374,0.0009120758847136082,1774,Musical travels through England
njp.32101067635050,0,0.8065365236,0.0005968664511315593,1799,"The hare; or, Hunting incompatible with humanity"
dul1.ark+=13960=t3bz6x292,0,0.5874538913,0.000468427955780401,1733,The travels and adventures of James Massey
mdp.39015063702545,0,0.5780590369,0.0001732587495668531,1817,The prize in the lottery;
nyp.33433068187057,0,0.8536128643,0.001523676849906947,1837,The fairy book
mdp.39015078548313,0,0.6925328283,0.00043667486645027,1722,"The life, and strange surprizing adventures of Robinson Crusoe, of York, mariner"
uc2.ark+=13960=t5h99113n,0,0.8945043709,0.005431872083237701,1913,The invaders
uiuo.ark+=13960=t0zp4j72m,0,0.8712274072,0.00047512991833704527,1811,Julia de Vienne
nyp.33433075741821,0,0.8041286395,0.0008189905261019193,1852,The mysteries of the court of London
uc2.ark+=13960=t90864w4j,0,0.6985615445,0.0004513144533453684,1798,The works of Laurence Sterne
dul1.ark+=13960=t58d0nd8w,0,0.7619606801,0.00024254183846713557,1753,The history of Jemmy and Jenny Jessamy
mdp.39015031385936,0,0.6235714497,0.0005346531628553534,1774,The spiritual Quixote
njp.32101037021589,0,0.6913505908,0.000835820895522388,1777,Liberal opinions
uc2.ark+=13960=t1pg1jx44,0,0.8391811849,0.003216911764705882,1889,Myths and folk-lore of Ireland
uiuo.ark+=13960=t83j3v84f,0,0.5146576192,0.0006330570902394107,1849,The Golden calf
uc2.ark+=13960=t77s7wr9f,0,0.6447280471,0.0008922053694541325,1831,Ivan Vejeeghen;
uc2.ark+=13960=t57d2qw7z,0,0.8941067363,0.0028889942550915765,1868,"The Canterbury bells; or, Scenes in the Belmont family"
mdp.39015067179070,1,0.8316330567,0.0008168770997930577,1897,The novels of Charles Lever
mdp.39015006953163,0,0.6220614753,0.005912959532074079,1878,The adventures of Mr. Verdant Green
njp.32101069179248,0,0.6655372526,0.00013432033908423378,1743,La belle assemblée
nyp.33433082334594,0,0.7051293058,0.0005597175579092397,1833,"Sketches and eccentricities of Col. David Crockett, of West Tennessee"
mdp.39015078549311,0,0.7048039745,0.00037315542488833606,1793,The life and adventures of Robinson Crusoe
nyp.33433074378864,0,0.7067780897,0.0011479098947559838,1807,Palmerin of England
mdp.39015024360706,0,0.6599610559,0.0003283771296784195,1910,The dissociation of a personality;
mdp.39015009144422,0,0.6055723393,0.0006245233173794338,1703,The honour of chivalry
uc2.ark+=13960=t6833r49b,1,0.7647924823,0.0014202468723239835,1918,The pretty lady
mdp.39015030155215,0,0.663373875,8.977528555446598e-05,1703,The famous history of Cassandra
mdp.39015063581683,0,0.4970266685,0.0005861664712778429,1729,The works of John Sheffield
hvd.hn4q7d,0,0.7469969013,0.0010767685381241102,1771,The history of the renowned Don Quixote de la Mancha
mdp.39015008180096,0,0.7869326015,0.00019679954736104107,1781,Moral tales
nyp.33433082227772,0,0.6874402309,0.000419771224682548,1783,Works of Laurence Sterne
mdp.39015012361187,0,0.4832312552,0.0001269956458635704,1774,"The history of Arsaces, prince of Betlis"
nyp.33433074969340,1,0.8756813366,0.0008551934410381305,1850,Sissy Jupe;
nnc1.1002109794,0,0.7757710478,0.0019473312481081625,1847,"The buckskin; or, The camp of the besiegers"
nyp.33433067290571,0,0.6501450084,0.0013746201707422949,1754,"The works of Jonathan Swift, D.D., Dean of St. Patrick's, Dublin"
nyp.33433074829049,1,0.8535422038,0.0014078144206423416,1859,Wild scenes on the frontiers;
uc2.ark+=13960=t77s7vw6c,0,0.7025739305,0.00012894352273704117,1789,Zeluco
mdp.39015014802865,0,0.7737557562,0.0013067132392667329,1739,"The Persian and Turkish tales, compleat"
uiuo.ark+=13960=t1vd7g25q,1,0.5222273223,0.000668642200440696,1852,"Reuben Medlicott, or, The coming man"
dul1.ark+=13960=t9z03vs2q,0,0.7225471101,0.00012012653328172342,1753,The history of Jemmy and Jenny Jessamy
nc01.ark+=13960=t4vh64t8c,0,0.7870013919,0.003200963458308243,1887,The story of a New York house
uva.x002579419,1,0.8866556361,0.0008568110844297133,1835,Tales and novels
njp.32101071963480,0,0.5062911613,0.00012828862968006788,1790,"The confessions of J.J. Rousseau, citizen of Geneva"
njp.32101064631763,0,0.8166918949,0.0003990124442006035,1801,Raymond
yale.39002054551867,0,0.7252068515,0.0011511375947995666,1910,John Sanderson the First;
mdp.39015078548669,0,0.6907388656,0.0003589149999551356,1756,The life and surprizing adventures of Crusoe Richard Davis
njp.32101074486992,1,0.7315359779,0.001713874176109688,1822,Historical romances of the author of Waverley
njp.32101067708535,1,0.8219790588,0.00145610278372591,1887,Ready-money Mortiboy;
mdp.39015063919131,1,0.8154981071,0.0015535348095366323,1883,But yet a woman;
mdp.39015056795308,0,0.5506259602,0.00038426349496797804,1749,The history of Tom Jones
mdp.39015033367650,0,0.7135891166,0.0002649474520886691,1791,The school for widows
mdp.39015004950401,1,0.8167074854,0.0031273295878106876,1851,Twice-told tales
