title,date,meantime,middletime,stdtime,meanhard,frameratio,weightedavg,meandialog,col
THE MERCER OR Fatal Extravagance: BEING A TRUE NARRATIVE Of the LIFE of Mr. Wm. DENNIS.,1755,3.2208823423961976,1.27084058098,5.10023113679,0.026421801517249505,67.8877216918412,2.66891588402,0.2269647224395487,black
Infinite Jest,1996,-4.55502942814245,-4.18446298677,1.13720138739,0.0826508284301248,0.17352503031540403,-4.18676658313,0.3309985171713572,black
The spy who loved me,1962,-0.9262954108931347,-1.26375450096,5.36287816315,0.06976600212216855,0.05456869521502107,-1.24080144222,0.2729246601654341,green
Story of an African Farm,1883,-2.2554819744938457,-1.75900636462,3.06750789511,0.08419349292261998,0.025204624105865818,-1.77549313807,0.2445126653294303,black
The Life and Strange Surprizing Adventures of Robinson Crusoe,1719,3.106907261991199,1.75757013894,4.51654453934,0.04723924902836304,304.0409894961686,1.80458404614,0.02312926792764368,black
The Old Man and the Sea,1952,-3.257884407935753,-3.82164300517,2.90056182405,0.08960449072931032,819.4074343711428,-3.74412301752,0.1954562566319797,green
Ivanhoe,1819,-1.8098707816955302,-4.5652282942,5.93502500747,0.022451933651437418,708664.1484611136,-4.50734950434,0.3580492852925364,green
"The life of John, Duke of Marlborough",1743,3.3360616083744503,2.09028824423,2.78667903501,0.031059057209221082,140.84877517197162,2.11118425455,0.5160737487325218,red
THE HISTORY OF SIR GEORGE WARRINGTON; OR THE POLITICAL QUIXOTE.,1797,1.5882911375816038,0.500519547253,4.89495669502,0.01679651784096497,9.276895851855741,0.570472930021,0.19858603995025362,blue
My autobiography,1964,3.6589416838699536,2.07397163165,5.28514859642,0.04921624542766582,27.47021402855361,2.10601207948,0.18150534526550008,red
Invisible Man,1952,-2.081867561535751,-3.8940973005,5.23272693283,0.06329569053063536,5203.355332237979,-3.85261378366,0.28401166513269727,black
The list of 7,1993,-4.033778334995257,-4.14187004826,1.8216538395,0.055822733221081715,0.24521082951608636,-4.13907705471,0.4032367266834561,black
Tess of the D'Urbervilles,1891,-1.323353664306582,-0.590119291705,3.4583519369,0.044649528187774096,0.0019968276445376672,-0.609731424134,0.28877206681910544,green
Portrait of a Lady,1881,-3.1946517419170615,-3.51515616079,3.12515682861,0.04223760211256972,0.032939962250182045,-3.50962871649,0.39038630567659777,blue
The Time Machine,1895,1.0756711495074633,0.549200671046,7.1176894699,0.0561267882215333,4.790896087896903e-05,0.606336767942,0.48978117679922284,green
Miss Mackenzie,1865,-0.4056892879695614,-2.33479664,5.39936280625,0.02945868157232504,8987.235731969948,-2.29685655592,0.26576284539268236,blue
THE HISTORY OF TOM FOOL.,1760,-1.4483003605295326,-2.62349216931,3.81117353881,0.03709384825424615,0.4269206972216053,-2.53297868864,0.2938101905150131,blue
The Life of Samuel J Tilden,1895,5.158007409333256,3.84462920914,4.71779843092,0.0205753012244413,15.064929851629147,3.87477572369,0.3735905297660042,red
She,1887,-1.3600375206824462,-3.55367448131,5.13609796828,0.04639926473647725,50884.524644949335,-3.47467789372,0.286176686737582,black
Mrs Dalloway,1925,-4.01929608458172,-3.42175596938,3.93764506664,0.059404290461943246,8.590679554053826e-05,-3.46011870737,0.09468943651190992,green
Frankenstein,1818,1.3086411411436054,1.72082169376,4.79573440642,0.02468312149706346,0.03280624579836098,1.70374971229,0.3733787835765582,black
Forever Amber,1944,-1.8613742734818237,-0.765777873169,4.38658264375,0.07308387072885021,7.023363096685718e-06,-0.778244747969,0.24660389954804535,green
Gone With the Wind,1936,-1.4350712942744301,-0.780096392795,4.22594077507,0.06120881700281604,0.0012760837946427439,-0.786819702457,0.24141587807666137,black
Boston Common,1856,0.745309665296538,-0.488905112682,5.55323757998,0.02614121712318373,26.08504666006308,-0.46094748714,0.43805266436732476,black
The Big Sleep,1939,-3.4798884909571637,-3.32221960164,2.13595084479,0.0914284122867987,0.15716036126387295,-3.32978140841,0.2019485654706719,black
"The History of Tom Jones, a Foundling",1749,1.4981079879124424,0.0561664013507,6.21655327527,0.019225748402155837,1.3514225402895161,0.0699259994967,0.24002239765765115,black
Court Netherleigh,1881,-3.5933655911449938,-3.34535333092,2.33957022555,0.04136456374526741,0.0012071184123894753,-3.35147435342,0.3423533100843826,blue
The Great Gatsby,1925,1.0761201373672882,-1.1999462622,5.95134014644,0.0682231386382058,0.7116134874393403,-1.02002230096,0.23816876872493306,green
The Cadillac cowboys,1964,0.3084212109299619,-0.587667093806,5.93564751378,0.04224092539881765,18.239358723855013,-0.507839508912,0.15848467698724125,black
The Virginian,1902,-0.9017344701525019,-2.23703741817,5.11461350012,0.05645112080143355,520.5505548772271,-2.20802696198,0.20704391422913201,black
The reminiscences and recollections of Captain Gronow;,1866,3.4479085460874983,3.64185929716,5.35675699092,0.022893933521678164,1.5136771972280059,3.63549631988,0.07729778263581501,red
Fairfax and his pride,1920,-2.58780165564844,-1.81415123114,4.24406556721,0.06090109339589936,0.00012466180176260098,-1.83786077738,0.2835562225450712,green
The Mammoth Hunters,1985,-3.003841687949519,-2.70341335883,4.25007008795,0.052304850868859214,2.467873182034294e-06,-2.70740200892,0.28610213878211266,black
THE STORY OF LADY JULIANA HARLEY.,1776,1.6776766334444757,1.2855528801,3.52464539939,0.020521886430926742,28.320059102169836,1.30822255384,0.034832770001588576,green
A Portrait of the Artist as a Young Man,1916,0.7411960142972073,-0.95039410822,5.26860190852,0.06336682226700267,4.996830679041879,-0.883323298613,0.0,black
HANNAH HEWIT; OR THE FEMALE CRUSOE. BEING THE HISTORY OF A WOMAN OF uncommon mental and personal accomplishments; WHO After a variety of extraordinary and interesting adventures in almost every station of life from splendid prosperity to abject adversity WAS CAST AWAY IN THE GROSVENOR EAST-INDIAMAN: And became for three years the sole inhabitant of AN ISLAND IN THE SOUTH SEAS.,1792,2.4407144279886053,2.36338367999,5.12766857747,0.027462978514382654,0.8242804165464409,2.36616054193,0.27709256087357514,green
Brave New World,1932,-3.453264907301521,-3.72576192528,1.84516438253,0.07680987379543207,6.830433405297525,-3.70689321571,0.2857143231623095,blue
Uncle Tom's Cabin,1852,-2.9041439453189577,-2.73163960641,3.44922365715,0.05200878626134453,4.9921616844449656e-05,-2.73559311135,0.41696701591623386,green
So Big,1924,-1.0756104287997796,-1.48512444101,5.25910139738,0.06151953140441092,73.94449661139636,-1.46872852051,0.2507561309344161,black
John Adams,2001,4.198437245750399,4.34467098571,4.01698920106,0.029116011660002595,48.31404050842255,4.33787309293,0.34335794879267306,red
The beautiful lady,1905,-0.3426370168084786,-0.504118576162,3.56983428148,0.040425785694985054,0.45451280007530875,-0.462676492477,0.22831672124149988,black
CECILIA OR MEMOIRS OF AN HEIRESS.,1782,-0.05769432883825876,-3.05106172558,5.61903011443,0.017301808819860383,45320.35080806645,-3.00976254148,0.4629636881570547,black
Roxana: The Fortunate Mistress,1724,2.673302923459095,0.543994659697,5.15486985085,0.0332449398179753,33.156446065855896,0.59866327835,0.1476897247627103,green
Asmodeus;,1808,0.28893308832191295,0.715392202889,5.55808237875,0.017112725319048075,0.010667439401687556,0.686922010477,0.6282028124900848,blue
Boswell's Life of Johnson,1791,1.5188025335978919,-0.189083431576,4.99165992729,0.02585327346482521,832.8519911172735,-0.159062627382,0.33010058129267755,red
The Adventures of Tom Sawyer,1876,-2.9835003731275807,-2.32729871178,2.2877807784,0.06899691395872608,0.0033182698266182786,-2.36320192222,0.47806842995935456,green
East Lynne,1861,-3.3042831761054816,-4.0121173576,2.90517763464,0.04830291809791396,62238.31294625146,-3.9979911597,0.5670688894063127,blue
Middlemarch,1871,2.886366927753039,0.00360092276706,6.41888275094,0.025563249572556766,2353.3089503135225,0.0401245319689,0.28027967503738366,black
Last Days of Pompeii,1834,-2.5378854891477944,-2.42496093848,1.80570746804,0.026951968918856196,0.12440361401875545,-2.42785481904,0.3393679986566178,blue
Jesus: the carpenter's son,1945,-0.21612295849669974,-2.6972524606,5.83746138722,0.05907093884432741,143800.41915584845,-2.48996402547,0.28966549479351084,blue
Home,1802,-0.9756856305350948,-0.642179816149,4.70444541267,0.009975685832219774,0.004510546210017867,-0.64709158273,0.4564107079794004,green
Cromwell: The Lord Protector,1973,5.465544065804931,5.10379647603,3.07395468369,0.02553556630330062,46.64130474470459,5.4691615417,0.1214028635778328,red
A family history,1861,2.7238199166662005,0.908756250158,5.93899012825,0.04669207976633262,20.313117276099856,0.943397718745,0.2436132177525339,green
Twelve Years a Slave,1853,3.7958637738443533,1.93879077156,4.57715934672,0.030863803913366912,168.83705324165416,2.05338540944,0.029589361832158375,red
The hour and the man,1839,-0.30243508288550575,-0.961421550549,4.83185913341,0.029805459982737682,0.38020047431767356,-0.950195327766,0.2962501998073406,blue
The Moonstone,1868,1.0076653859108446,0.577586460094,4.21989617597,0.0396829308115579,0.9402404405126529,0.585701198459,0.25114036020126435,blue
Burger's daughter,1979,-3.310097228940427,-3.0260570539,1.85330542196,0.071649225185285,0.02565673847383905,-3.03507909091,0.1983030466778168,blue
DORANDO A SPANISH TALE.,1767,5.144544664865813,4.87823552263,4.07629151505,0.030321572717565866,7.230347275446065,5.07252617923,0.13255652973930152,black
The grapes of wrath,1939,-3.0256029938081763,-4.0303930869,3.78155623954,0.10576893127741249,3.9145540922383724,-4.01108434095,0.2859872432029751,black
The Shipping News,1993,0.8827443437832979,-0.95110393521,5.42723086237,0.07784368233986205,379.71873132518067,-0.877240202116,0.3764782674773795,green
THE HISTORY OF Sir CHARLES GRANDISON. IN A SERIES of LETTERS Published from the ORIGINALS By the Editor of PAMELA and CLARISSA.,1753,1.1017271261340627,0.084386154041,4.17675618829,0.023338504285587855,0.11806420930067743,0.0896198364505,0.014767231505180597,black
The runaway jury,1996,-2.427147532512724,-1.98755534352,2.19408917709,0.05187657927631469,0.03634610946031095,-1.9981417046,0.3571930035728005,black
THE Delicate Distress A NOVEL: IN LETTERS.,1787,1.2229336553386312,0.87969132172,3.40048154424,0.018960415293275284,2.6649073665112084,0.893445548803,0.006762349211939773,blue
"The memoirs of the honourable Sir John Reresby, baronet and last governor of York",1734,3.297004971908435,3.25475846962,2.33514939991,0.023498637686220434,8.443316244445565,3.25716936363,0.1220448680297163,red
"Melcombe Lodge; or, traits of family pride!",1819,0.999426937976809,-0.62496852976,5.55044125414,0.015725722029749787,8.291501113193894,-0.575579621123,0.45054146323447114,black
The every-day life of Abraham Lincoln,1913,2.3787058149882307,1.0679387208,4.47067555186,0.024919532604281414,54.79195792249434,1.09422215448,0.40989049345515277,red
Beloved,1987,0.08276494265941559,-2.15274130025,4.66105450992,0.07763709042756958,147.54673006502063,-2.07407111599,0.12030395229521981,blue
The fat of the land,1904,-1.4644649149034146,-0.878233059526,2.78891284266,0.04673644252941846,0.0025894983714262504,-0.902769865592,0.1990661397284332,blue
A woman named Drown,1987,-0.5317571408297941,-1.48349025731,4.27740028824,0.06468581174301012,1.2740629483347885,-1.37709424295,0.1998269706878545,black
Mea culpa,1891,-1.904745367835224,-4.41885916628,4.67476316438,0.03319877582858716,299091.35363759525,-4.33191862349,0.49426774768827436,green
APPEARANCE IS AGAINST THEM IN A SERIES OF LETTERS IN THREE VOLUMES BY THE AUTHOR OF EMILY HERBERT OR PERFIDY PUNISHED.,1786,-0.6572922812515551,-1.47925769163,3.51287965058,0.026911255459204704,4.73296571098715,-1.42622028156,0.27936950066174754,blue
Centennial,1974,-0.3128963382638326,0.275735197653,3.27483579397,0.06172903082033331,0.001915480918882917,0.270857514174,0.28996850343896885,green
FOUR ORIGINAL LETTERS VIZ. Two from a HUSBAND to a GENTLEMAN: AND Two from a HUSBAND to a WIFE.,1739,4.532655914091614,5.48254974643,2.7644731003,0.01494355150159585,0.024661122639692695,5.12812231713,0.42019986662871806,blue
The Napoleon anecdotes,1822,1.085696673993229,2.23460088407,4.09765170102,0.016157550777783834,0.001285064047502542,2.18522365221,0.19024100501761412,red
FAMILY SECRETS LITERARY AND DOMESTIC. BY MR. PRATT. IN FIVE VOLUMES. VOL. I.,1797,0.10985175301259087,-3.21205544775,6.54060579687,0.029417554460766153,1490672.176435198,-3.1821226455,0.3114197025952273,green
An apology for the life of colley cibber,1740,0.17483347935368315,0.881322308856,4.55160173197,0.016459841325654354,2.5529037831373297e-05,0.864020541603,0.2586526855134708,red
Jane Eyre,1847,-0.45655395748551186,-1.89398755752,4.71920283433,0.03733513150044734,295.10778906174534,-1.86017768833,0.27985162427331056,black
Lord of the Flies,1954,-3.6131092254684876,-3.44850918949,1.43564468491,0.08467572527087527,0.1836767716476184,-3.45957134277,0.19914822547283048,green
"The life of Israel Putnam, major-general in the Army of the American Revolution",1848,6.253111416948961,5.09873585326,3.41486764703,0.017306918784685585,134.5420982593128,5.1385256959,0.2863141484409829,red
THE MONK: A ROMANCE.,1796,-0.56679181779734,0.0582915312156,4.44570023179,0.02593288770094116,0.011006312004082603,0.0403081502894,0.3854291069144228,black
Midnight's Children,1981,-0.28976190405532376,0.295337124007,5.68602153359,0.059998603323887734,114.67128308561718,0.28478041617,0.20605750932076833,black
The Age of Innocence,1920,-0.7029436483566938,-0.450022282487,4.94888934754,0.051434766233448115,7.273488224539168e-05,-0.458295457967,0.3989876781446018,black
A spy in the house of love,1954,-3.365461372961225,-2.92872244296,3.51458394683,0.04744524547715464,1.4852246923299915e-05,-2.96873778995,0.2909336716251836,blue
MODERN ANECDOTE OF THE ANCIENT FAMILY OF THE Kinkvervankotsdarsprakengotchderns: A TALE FOR CHRISTMAS 1779.,1779,2.937638067000647,1.55575294684,5.47793569001,0.038277815607144,3.172725592391632,2.21074654126,0.10859548514849046,black
Vanity Fair,1848,-0.2619119922484753,-0.234259243328,5.78139588819,0.040735527124535466,1.0350621293762268,-0.234523637201,0.3889475957005516,green
Pamela,1740,0.021328688765963832,-1.27373989214,4.55789183046,0.0394960533646795,12.45632069601749,-1.25089855667,0.02956225689672209,green
THE ADVENTURES OF HUGH TREVOR. BY THOMAS HOLCROFT.,1794,3.095103275721753,1.3991135817,5.32227794381,0.020922345000934157,10.25845076776075,1.43173130509,0.21400279528685698,green
Gulliver's Travels into Several Remote Nations of the World,1726,4.774393755377329,3.09152133226,4.10184992742,0.04245130212302758,237.1517151807766,3.14082869689,0.16978450354669603,green
From Here to Eternity,1951,-2.610176950053835,-2.45671119516,3.84761352205,0.07320213056583505,0.10551122160082106,-2.4583185054,0.27687108343875894,green
A SICILIAN ROMANCE. BY THE AUTHORESS OF THE CASTLES OF ATHLIN AND DUNBAYNE. IN TWO VOLUMES.,1790,1.8527509396885709,-0.700015084893,5.8533785994,0.01538778712839914,20.839066569838874,-0.544031328042,0.20949218724547947,black
Mother Russia,1978,-2.0005655735282395,-2.70039409654,3.98209594236,0.0699113898665041,25.396639168303434,-2.65420555356,0.242586583402241,green
"The Life of Mr Thomas Firmin, Citizen of London",1780,7.994572519819491,7.70783857109,1.41363472493,0.008061309710382861,3.4174528903369517,7.73449339788,0.21913543856704387,red
Zoya,1988,-0.3254093704438986,-0.131087111909,5.39751869649,0.055902451720349605,2.0922714870313817,-0.136421590226,0.21046472801074484,black
