word,coef
severe,2608.331575524334
beast,-12.692158426093311
hail,1114.6825908713333
lightly,584.0917980009486
exceedingly,-1680.138014822334
poetry,10.816392651348323
shriek,-146.99580283989977
literally,2320.2447884791595
index,306.004151921
hull,27.882069699800002
chair,-52.6438486026054
beautifully,1489.2277790519497
crazy,-114.62516366223674
hush,3282.912223272417
guard,120.80918297366179
support,-278.43634072484537
flood,-1292.5624473713815
irritable,-1205.0416016600002
sympathetic,-2205.3296650996663
girls,-61.2175029511783
rash,130.19196149099997
promise,-713.9163058393157
union,484.3445830108665
coldly,-203.76689469782482
resigned,-697.7535178503334
stupidly,2532.1242987479995
smiled,21.57263285824894
damage,-3690.2248497719984
armchair,-2117.40174812
kitchen,147.48326305048107
anticipated,-4290.447753505501
mentally,2312.2681224246335
wax,951.11034347
grandfather,354.1556662131947
toward,18.713014687522694
dazed,1975.6400975810504
ham,-107.39735205899999
invited,362.93855457838987
speech,359.81526066855366
observe,-796.4249775825
scale,222.55668338599145
stern,142.44229148723332
horizon,115.79789900667662
laying,-1006.9236311647496
melting,-305.252692771312
path,-71.339316019119
exaggerated,-3877.8711733708333
humiliation,-3130.4479512529992
encourage,-1222.6915019450003
competition,3012.5510006100003
refusal,1757.9868993423333
fact,9.702211657207197
coils,-642.9532745400002
gasoline,117.58136176000002
beer,322.4447823556433
feebly,4227.1582648485
spending,-271.99938706013296
injury,2827.8386930584
ribs,2244.7350548320665
platform,-239.8068387871414
swore,462.4120609788001
greeted,-56.745777935899255
rights,623.3998395104132
visits,788.5677942748799
bathing,-34.87648968190001
glistening,1488.984587084467
noting,1282.3457590639998
supposed,389.80095746955504
inspiration,694.1910465571668
spare,-104.22696344268638
anticipation,820.6253407617502
detailed,1243.5225328206664
answer,68.43756892963769
challenged,-267.624610523
sad,-733.2830036096901
of,-0.04940170732410108
monotony,-2370.9219482849994
comparison,-3102.3004552542325
cooked,-1134.8035367580333
arriving,3337.5232879850837
fraction,-8359.497203672498
remember,26.13948722689632
hard,59.68072695512431
vacation,-1951.392431483667
caution,-422.4678677562
lonely,-32.429069010405364
questioned,219.58492990464472
icy,-3885.356499317353
ease,-1430.0599590984841
escort,293.43802882601994
insult,-1467.6326870318671
acquired,494.56368091525104
ploughed,4.98394131119
clinging,-27.984943560266494
weekly,-305.157184711
accurate,-5909.856925221497
flamed,220.43843956799998
awareness,2619.12727969272
calendar,-80.0110736221
tools,-307.74525831094735
stays,-278.143548805
representative,-1354.0113794762333
bought,209.2261714998439
symbol,-125.40475850620008
bodily,-734.2176988849499
affectionately,-150.1669553649999
insisted,-408.707545548964
scrutiny,-1079.47722534
stack,855.4428446403333
drove,318.4734724426892
whoever,1372.5188986135242
conquered,1066.0577773814998
ignorant,-2548.731401954699
nice,107.11361409901797
ached,1655.9794796468339
dare,263.02052646187184
outburst,1620.0335033423335
football,-8.018723676019999
hoping,-1092.0401085520266
exploding,505.53206642
approach,813.2143134949936
away,1.0205090054317656
neat,1773.0198279933334
pair,-444.2118191241617
squad,207.620977041
ink,741.9894708526499
potatoes,-494.24591014259994
session,3061.3326940320003
commanded,-1334.220634399943
general,13.020293753810813
pretty,85.03809747291446
stung,2255.1789992915496
love,-5.983859257563487
deer,-18.111165247200002
jacket,-554.3249441669356
miracle,-938.45335208812
neutral,4654.887401767501
keys,-368.24815227369993
ardent,1772.282828215
la,-22.43858942027999
fireplace,3061.972606032
readers,-1027.0811848841004
grey,-22.52924200429787
terrified,-3897.056676465267
ducked,-0.5928773735000044
knees,-388.14000887184903
slung,-624.619703089
dollars,-18.484343853366656
wailing,-325.142952337
hysterical,-680.50633659924
proceeding,-351.10885488024996
dived,-228.25683873299997
neared,-321.74787628550007
squeeze,-71.939138124
facts,-38.831556145689994
majestic,-1624.59406285
producing,-212.17412992200005
upon,-2.790941278012214
arrow,-120.52386741599997
thereafter,-52.744148984249996
drive,6.987146758941933
heel,-967.6078643279526
pool,-654.593821168241
crimson,-1638.2602876540234
emotional,519.1712189159399
rocking,-2075.9889479257336
writing,168.52623060474062
wherever,201.75372644744468
fight,-141.9242185573781
dearly,49.18312833499984
terror,24.94809610608703
personally,-3166.4838376423263
belonged,-115.27535028872657
careless,1359.1697482444329
hoisted,-139.451552699
palace,32.804591197354995
shop,-73.8565142246268
peace,22.4680487738614
intended,486.06651876991015
personnel,41.8636917507
area,-1210.6312556116934
rocked,-1355.2481645787234
move,-10.487591414675153
contemplated,-631.8220077010001
removing,6587.393275616333
granted,-763.9611415832615
mrs.,-0.4744309145786748
residence,-2803.3277134297496
deserted,-879.6158466049433
her,0.004958141351763989
pick,410.2444312416205
mere,-427.51879489442786
remnant,-2154.68076602
attending,3599.16045094
electricity,-2795.3732640333333
sprung,578.6829669394002
counter,-202.79352319862014
reassure,20.592045710900003
style,300.80624048552005
round,-7.953763589029107
et,-132.66783501299997
suffered,-584.8000326038755
pass,-322.42402501960595
sliding,-1759.318629069
shrinking,-5343.3174028545
supported,495.3788084757668
led,-175.311329776951
setting,253.94115853414306
grunt,-131.00000870699998
emphasis,3104.963401154
leaps,-5602.463082640002
springing,-599.4795931312501
code,623.3530684619001
lips,-45.6022582374561
sprawling,-3977.1965765380505
conversation,-170.9002683146388
been,2.312067805593581
hands,0.7323077716881559
success,-71.37729351540425
mass,173.78092154919952
desperately,-1235.9965076713574
popping,562.017531529
proving,-455.50114671800003
allowed,833.1639260275409
pitched,-3038.2516124460503
tent,27.8588695301
concerning,271.52841550985
disappointment,123.08942493439156
collection,-878.0106901390249
planted,-2438.9895768187503
involuntarily,6475.11059800575
yielding,-1897.9443522599997
rugged,-177.93147821999995
hearth,783.686566699
alcohol,-2197.8439576765004
hedge,12.369802749409999
corners,282.79373129736615
skirt,396.2824673681832
leaves,-16.406988316753967
backing,3859.0859602998503
learn,199.93643175131405
calculation,380.037418272
recover,7209.7256398835
way,-0.6318452619615604
butter,253.99110544473334
sentimental,-1359.4151348596663
rival,2046.299734997499
joints,-568.5034508032
mention,100.31009654738752
swaying,-1692.2039929301163
dreamed,786.7323209066165
obstinate,3040.32587839
wing,910.3915276531632
curtains,-966.1072699686333
tend,142.623683741
awfully,-21.226402410686614
scales,-55.37946632800007
perform,302.69978682386653
sister,23.905706690991877
formation,218.47848742950003
moral,1304.4067730016998
novel,374.00875383127175
bidding,-372.0374330948399
fly,-86.28588371185828
baby,29.507716829815095
happens,-1845.0286962549394
stupidity,-1102.2880018500996
weak,13.278959798236013
bricks,94.6787773975
to,0.16748032535125812
essential,-841.0962204791246
matter,8.51048940441817
humorous,260.75950246762505
cracked,-1193.3855083068606
liar,-280.97229724150003
steam,-1315.5126863058997
enjoy,488.0282656014877
me—,834.7752308878338
earn,4282.592523903999
carpet,-1499.6340135260334
copy,-487.0317543286126
burned,-65.5449093676706
downwards,-5558.566620850001
leaving,-75.54420320719599
brittle,-55.9055424679
plane,126.24183170380161
pain,19.69733192340921
none,119.46821114739978
flow,953.7684855916656
rail,-315.38099371682506
secretly,-1886.410073253167
ahead,-106.15598527113923
turned,-17.431303977306666
recovery,4412.83149254
miraculous,71.34763570299984
courteous,-561.3925300014998
uncertainty,778.3420110296664
squeezed,-1381.1847181150165
foul,1990.6821807119336
evidence,15.36175063784065
vacuum,229.72920334640003
strong,-13.444958662096514
cemetery,-2960.90387523
politely,-1001.4148858109002
tugging,279.78588851999996
brink,-739.3149471249998
can't,1767.5812095519777
easily,-69.44994680411095
wave,579.8020433146819
dug,-1692.505168097003
i—,281.074327844
mouth,-55.05033067740101
diversion,-884.720901375
unmistakable,-2531.9295013064993
deal,71.38257372999881
superior,75.33345207022002
surprising,-856.9328465651665
breasts,726.4901838179167
cities,-41.37096861646914
peeled,172.295938582
hello,336.398919166464
topped,-304.82116925119993
wars,552.3093409576201
instruments,-1993.2618272357656
big,3.640972790461295
defiance,-486.3452008206594
bury,25.041127735900105
director,-15.009061135254997
studies,-192.74743388383334
mother,0.7019972357332548
serious,40.0951643896036
theme,153.05318634823334
feel,16.93525139957808
sagged,249.954002672
revived,-2216.232014366102
annoyed,-848.5281805774291
interrupt,1823.4811505457578
eying,795.8957638766
standards,-1387.4661623477664
globe,-463.9785016389246
partly,-232.00566808443708
candy,1367.7634671300002
snap,-2479.5728627850754
faintest,-475.94228942133344
defend,-525.3149751213468
military,63.09818736594115
selection,-1012.2528940803334
pent,751.303721385
pleasant,96.31215363558191
sugar,-640.6355162522334
colourless,1268.2046071545
bitch,-157.52295511565003
calls,-767.1459077097328
mission,-102.66586263846666
yesterday,27.909697879318
cape,156.17654528351665
extent,994.4201004895142
lives,-661.6224042629641
progressed,-1768.8024374200002
stumbling,97.85196838993191
affected,1158.3206102447693
loosened,-311.07684466549995
tilted,-303.4927454071033
adjoining,1097.3991114349
boarded,-275.577503786
finer,1167.3390486612504
subjects,-639.1384536042
suitable,-543.8887289093068
swarming,449.6686533479999
relation,1068.797359050307
outlines,-883.2826128664999
woke,-560.1899187180293
dogs,-257.8520563365059
defeated,-9446.701198153101
intricate,1395.4752111368994
blankly,1580.7517606753338
fork,12.21546348065
words,-25.087272731818622
cell,-34.46166109176667
masculine,1871.90821114
matters,396.92226973994707
clamped,2546.9057619691666
orders,-107.91970707008839
haired,568.6707899757321
inspected,-507.9431740810001
remembrance,-2033.5586041
dared,-661.8162844864759
stress,3008.5636752500004
glancing,-435.07300809903853
recovering,1549.4094743357502
junior,38.579192721
american,-41.46348109008358
joint,1964.2232152548497
low,0.30247823326761275
imitation,-3521.529768077967
shades,2532.0033300384
caring,233.108497398
float,-108.53159614820001
winning,3612.7773832926664
madman,-1068.6406916173332
sit,81.58568626022715
dig,754.602237756608
promised,-619.9682955567298
fat,-293.7397154181439
safely,-113.72792853423513
eve,893.6960546299998
rocks,-141.78886400444532
try,96.77127933854399
friendly,-543.9516375874813
token,-764.6359670310001
bewilderment,-795.3745944436498
heaven,-263.21062087441135
acutely,-526.172043462
leading,-1036.080483084913
web,286.988393945
go,6.913393957106949
destroying,2387.2978293048336
hiss,345.60935163
stark,499.91279338949994
back,3.4384841996415503
tested,1883.239590725
about,0.11922747950892686
share,-239.14122141160954
heels,-1821.3451720280527
principle,148.99790361406707
looks,80.97685567011604
shocking,55.02262875469999
horrified,-641.9866695520332
angel,-337.7635139771065
sandwich,72.95189926559999
irregular,1169.8462384719996
incidentally,5624.26492382
fancied,1828.5682902288397
hammer,-379.17711960596677
fed,1273.574622290813
interrupted,-342.9100402837323
subtly,1010.91404145
depths,-300.7292273501631
screams,-2174.8581438962
handed,-351.9437149490839
cried,-19.86855283862889
drowsy,-3203.4348016999998
avoiding,-1014.31490469605
joyous,3690.6089721600015
dozens,-1225.68418990225
address,711.3086177868986
his,-0.06803787865263006
plunged,-33.90644503367823
performance,3283.0392807548333
people,3.199835271035085
declared,-26.918882700490094
communication,22.472653308067024
manage,859.7763760950404
entire,121.46842203456768
inland,644.093866143
bust,-73.3850627391
letters,179.01564181917234
entrance,-416.30879595829475
echoes,323.172893225
after,2.1942804772755977
laughter,309.86789519883934
plunging,-36.9232340814
brushed,3315.7344333180376
recorded,-42.79913150433397
boast,1234.6882852099998
enabled,594.7484596746002
stiff,161.8661449333641
purpose,241.62416687850788
tape,265.6040061997667
furiously,1537.5286183463543
column,-276.6499378360394
regarded,-9.740632440459102
scowling,390.173280966
regarding,-574.8715603190167
noisy,-55.772083648199796
was,0.1283387226872429
prevent,-924.0777935911178
enable,-1029.8594966024998
circled,1242.3370709176136
appealing,-1456.0837909526506
peacefully,-6865.37742814
hill,-35.29993388060608
accompanied,-3707.5075120950005
paralysed,-9100.277737875755
partner,-227.55647934696657
curb,849.6582043625332
argument,-358.63158711483754
eye,90.53094501643278
tower,-27.74446486758737
knowing,-245.73531885901505
cellar,61.55848609517334
tropical,-1507.0761244510002
mastery,618.31565471
harmony,1203.6825708999995
fetched,1653.0129388089
gazing,531.8219695529665
suppose,1.3505866945054084
shrewd,650.8278032159667
vague,-280.7458352614123
chimney,245.166351173
added,42.32105070379113
mode,1270.3331100699997
moist,-599.1609176316002
tiger,13.7557073187
tank,-141.72524325376668
straining,-489.40147703674995
sadness,-679.5219024153334
embarrassment,336.26156180799984
laboratory,16.36385628125001
storage,395.294304587
melt,229.51415543800002
opera,685.398817548
healthy,-1127.4061750577785
succeeded,489.3164379239644
lazily,2110.5421778844334
tubes,-1884.6015819298002
retired,402.6221154121001
squarely,-365.2346591856666
nurse,-88.67989154077333
russian,-198.97210970145
acts,-110.17537583073342
variety,598.5435422733334
account,18.771849747420056
recognition,2009.9283944453664
bathroom,-80.97754781550495
fearfully,-1132.8487150919002
delivered,-2817.80741021836
bet,122.58178005833018
swirled,10.8684956731
hole,85.79110914625684
parlour,821.1783439808852
retire,-6776.362915816
mercy,-2290.944365798075
agitated,365.0960287611999
schedule,-720.3779182559666
offers,-1803.8653411300002
praise,1717.505628394533
breed,915.7803804935916
tempted,-2349.978228924083
local,258.3642332348601
numerous,-290.7051902242334
changed,7.775344192742348
mattered,3088.5772851967495
lousy,-522.2991725769
killed,-92.89898695576666
infernal,-1120.2825926459993
germans,-390.562530854
columns,-713.122741258835
tastes,4961.56312629
exchanging,-1076.14367766
picture,50.252536820846885
contact,276.0652261418819
police,-114.58232321628772
buzzed,1077.87719126
sill,-1087.0793745190003
helping,2129.2231353698653
prepared,-415.7559870608389
fro,-214.28033961959989
nature,-16.108704051164985
disguised,-1424.86465386575
spy,-651.0346190922867
watches,2967.9060929499997
brings,-692.9233294204668
arc,-1705.1955393107332
resort,104.63907387589998
opinions,56.7238707444498
reckless,1007.1786116569999
marched,-1549.2139752853864
brass,-1114.6709182051832
silver,-99.60636968287724
atomic,160.67474165430002
debt,-2312.624454111625
fare,4375.062107032833
post,50.6631085638735
stamp,-410.65876632060025
sided,35.0217844142
time,7.402952892424874
sure,13.012414044105304
pulling,660.5123795449703
discarded,-1885.0430481810001
luminous,1757.0198519463327
shan't,-1457.9748223979666
w.,44.9059801566
surgeon,1524.31170081
resentful,15125.2056134
expected,281.5911951908056
rest,43.2008659614044
motioning,-3259.1185659000002
permanent,1711.582710561087
creature,-10.353806524095706
lost,78.52315577802433
sandwiches,-172.608305384
fortunate,663.5851883779671
torch,-23.5464034229
clearing,-5.772924898700008
strolled,-851.7503352625334
curses,723.109969826
fortunes,6231.7305406899995
anyhow,208.1597934344967
risked,-4524.677786565
whole,-53.9193287523977
protruding,-1345.1124118655002
concentrate,623.9375387416999
nails,-3603.4026739933174
lid,-151.33633733036666
demon,-7626.610364239999
sounding,-644.71834979369
prompt,1481.43417129
getting,150.43301024678328
miss,3.201259530200767
specimens,-566.426368389
warned,63.90504670763647
royal,-272.879759134125
hurt,204.68344288177485
distances,-740.6534051955001
higher,321.78992375713807
emperor,-5.740037710480001
arisen,-2559.7195352366666
concrete,-1143.406504851953
drying,339.54861789999995
finish,769.8564618204567
sobs,-1941.7411825313334
stories,171.63084364926624
identified,3561.4798289299674
underneath,524.9262951370749
grinning,-64.41243280701268
guarantee,2075.2585598696664
remarks,1369.3909566522
mist,168.3614281935433
interval,-645.7026524994998
unnoticed,828.0356647099998
doubly,2526.2150923510003
le,-117.061290567
spear,-25.287902098166
properly,158.19506638733338
example,-280.01961145355773
market,326.1147359842736
coast,27.28347669117851
repetition,-624.7164249125001
grove,28.937628687300005
and,0.003613614055114704
monster,-180.65973614505003
alternative,3283.8616065155666
shapeless,21.570778883000003
assent,1000.2342793276661
employment,280.67290263999996
bewildered,272.44447681280997
everywhere,-92.68481440983956
status,843.9984472846668
raise,892.475399337977
buildings,526.3755013169236
purely,-281.0838138714008
backward,200.21760918013615
crying,456.77441400715685
favour,870.9748327324786
why,2.938458714684092
clambered,-2079.82650194
customary,3615.7045580495983
posts,313.6389974596667
effects,2615.515796730499
trapped,-3347.4709713365237
mounting,-5260.4129561831505
pursue,2830.3953611632014
husbands,128.47432530499998
ideas,664.5159727824538
meantime,-498.49382928162
urgently,171.5553082535
unlikely,507.22912818003346
boulders,-40.0708292647
around,5.43146930021332
sights,-1962.9876602339998
thud,-323.92028616349995
thy,22.93107820419001
unpleasant,421.8182302467267
profound,1358.1492234783332
worries,463.91550949200007
heavens,-150.39954560638355
those,-10.815062776503183
g,707.7183054494336
lower,160.3076733333983
wound,196.95550829100287
circular,249.31619299106646
dignified,-32.364623935166954
inhabitants,1665.0057276433502
terrible,-197.61319181340573
an,-0.02663844416388869
shown,263.98894052973094
immediate,20.73423646070225
period,-253.4019450636186
eagerness,-648.5224779908335
house,2.269652185388595
totally,-948.6821465632153
snapped,-629.9593318748098
rigid,-1858.5256503612661
fish,-42.176710868078295
alter,-3892.117141510324
objections,131.873115598
is,-0.251181900900934
queried,159.43375077125003
made,3.839695807321906
notice,-453.2194069202966
cross,-371.1845898364536
one,3.321299193017379
associate,-3038.84043177
reflections,-3343.2102705620014
property,-308.4447790395132
brain,-32.670107730432186
practical,1409.5964745253464
push,1131.4174380675745
clean,130.28890469300123
borrowed,1235.505127367934
standing,-129.3638509407235
pray,-964.1483020824417
pulse,453.3185559920333
wistfully,-220.799772874
vote,-1481.9043484950498
culture,192.98056151929163
newly,-856.7354255225256
open,-81.48753047092941
furniture,-106.20840617701852
merciful,-3174.633922335
things,21.090789352177044
date,-763.7731312412536
placid,1641.8134857128998
ness,-393.935947477
palm,249.85770304651976
sphere,-469.56402465450003
shadows,-305.397246676345
disturb,2601.6652112598
rumour,950.4830670047501
sky,25.372781635775517
breeze,731.0810187147963
chalk,-1039.9713464829997
figure,-57.226629032999
driving,-659.3823152584717
highly,1139.577654714586
honesty,-123.192690048
involving,14185.5145543
study,209.53727748975092
sweet,-110.94367526985462
calling,189.55209895787968
mixed,1068.6298894692388
lashes,190.27001257699996
discipline,-254.49472870413354
planes,-4.75510836485
ideals,793.867355029
aided,-1020.07848425
sight,-77.0120735597126
attached,-291.89478204644206
oath,-1374.7221861273395
hugged,-487.9816914786666
scratch,-228.9535564960833
parents,643.5215920046442
eighteen,-263.1543319993066
adult,2499.5667188556667
s.,184.90754386779
piece,188.71525975894897
arranged,875.6525372278631
senseless,92.89348566519999
beans,-31.111168716799998
created,-111.82716278815013
delay,662.321361236083
indicating,3115.0405584358004
sorry,145.01920648505114
scraped,-2287.7301015416665
genial,4362.9194726099995
breast,-459.79318216683004
noisily,-722.7803350495004
chosen,-415.5829644035565
latest,2435.9285341406003
escorted,-241.06683435833332
lowering,489.4683655546667
engagement,-213.413573135
network,4509.29319117
reported,-336.2373017705182
b,533.5242252957
field,-12.33497525763931
am,-8.36735591768791
bags,-1446.05523718795
glistened,392.7675054680001
heated,-1537.0906650045004
convey,-787.0831831644002
stage,190.1638582616844
orange,-457.52114740978
stunned,-2375.197321231234
fantastic,-162.25801135448336
futile,-199.80519847906672
wondering,-372.56939142601993
fortune,17.9386539872697
falling,305.64598424127007
encouragement,782.1736934254997
sore,3584.8327716541057
blast,-111.13924653013838
delivery,145.8676492632
settling,2410.2699292531247
colossal,828.0073183695998
dwell,487.37115210774994
pots,-176.72969396990004
bony,1185.955442538533
monkey,-799.2979456789933
felt,9.439726279969973
favoured,351.3032538180001
miserably,-2688.1339201725
abandon,83.84069100858015
presence,-101.97985665175732
wolf,-5.7195855613
kicking,1986.6461835261996
motives,69.28989665674997
assure,-572.760827525227
bride,468.847333536833
bars,121.93706064827991
experience,42.8121906800655
mysterious,-1072.3532304091996
witch,3.89065395708
sometimes,18.184275042105316
maps,22.2601329815
eyed,-74.10922543892953
watched,-165.66344341733173
previous,-140.87598929546817
cry,-30.608209833150024
lounge,124.97309486491999
history,-8.332035060211032
instincts,-735.1273957535499
interested,352.11264228841907
overnight,1.1383723097
sticking,-3944.263575575267
smoothed,3278.3049137000003
u,-4.09886446834
dies,-695.8028108362333
attack,-104.41262754756019
o.k.,24.4012822635
running,-276.88878152571914
companions,11.735620778904996
limbs,-732.1647697998575
sand,-43.63332501811497
drifted,659.4442260981064
inquiries,-985.7646911587998
roofs,-638.97736943346
loose,112.80447684529074
buried,168.4504828671521
duties,-15.259957528483271
project,-1381.6343268644669
terms,794.3169107778967
compartment,379.3555881531336
drooped,-1707.48272733
polish,-415.30092439450004
fruits,-92.30646510325008
j,-330.9590566369667
loaded,-2336.167179688593
claimed,-2051.06685062214
fled,-394.27994648410424
solitude,-887.3233695275002
assembly,-883.703436029
bills,-179.96245587469997
enchanted,621.618105474
patience,-959.7731339055667
fox,-276.23774272214
grimly,290.07414155016403
moving,-312.5895298839861
succession,388.5535517440004
write,132.90325126466277
strangest,476.6919711610001
developments,6806.7248738299995
blame,-31.95259522512269
sink,-1158.52097034008
washed,-102.57175048283547
couple,-310.178251256049
cheek,753.9029139419303
demanding,3555.6391189863507
conclusion,2367.7148070840144
forty,82.42282785087997
allow,194.18269391974115
intent,153.3324611344918
thrill,632.7152303394834
hysteria,1703.9738005250001
toe,300.2860860885001
match,-707.3825961730333
neighbour,1934.8426123347665
triangle,85.0750262137
crack,986.833564790741
table,-7.283749798416354
action,-92.1317028389878
baked,340.26496039250003
distinctly,1017.3377137951334
walled,-13.968739563150049
drain,-48.8716987077
natured,4808.01869629
childhood,219.27742822670984
reasons,221.18190827282572
above,-41.699923028694734
desolate,-1437.390483887
ache,1092.3216138505497
steadied,830.348901266
belonging,676.949094262
resisted,-1331.5597482694998
crew,-52.678902064977436
disbelief,278.363357196
lecture,-831.552134028
puzzlement,277.345829441
torture,-11.356996833359837
freeze,246.562192761
designed,2358.1756457861998
keeps,2479.6850335126383
eloquent,5626.41750263
peaceful,-212.40653190256324
boards,1678.914710729333
poet,72.79824045743202
innumerable,-135.82164857799995
poked,-683.9606864731335
freezing,379.520191147
taken,48.448187321965236
glanced,-165.25089917196095
clapped,-403.9341149348666
oblivious,-132.491501502
languages,-273.19823735387996
among,9.55878525512176
eager,-343.17752824979516
d'you,96.77595373989999
release,384.84456488262487
ordering,-1114.339499697
hunters,-7.3920791476500005
song,346.40733989494754
unhappy,335.33315417532026
survival,759.2455250537668
peering,1608.9584558656168
surprised,-135.2165730232553
pretending,-554.3393665883343
jewel,736.574114029
breaking,992.6921003283669
sooner,124.71654458719782
call,28.48553002606811
noticed,-67.47973557398308
taller,155.44033350223327
mould,-1620.0765389550997
gear,-51.560862535499986
skip,-314.875503072
exceptional,-3107.202784065
hers,-27.59412581468451
indoors,33.5672633284
circumstance,234.45682281952492
capture,-456.51007745481326
aching,1090.4543826464999
temperature,-183.63781361030007
differences,309.33393437000007
minimum,2684.005247609
crawl,-3.596613286913395
sound,35.01949398351569
approached,704.67515114325
forehead,188.9497958639751
aunt,-2.853788875936402
policeman,-2000.4604081532
oppressed,10639.0277136
falls,-994.0053704532367
larger,-84.52262540543306
clicked,1994.6317290273666
chuckle,-164.730421048
shod,1709.82318526
threatened,-1998.8312385438667
choking,1728.7873590763336
appearance,-274.23243446561287
walls,85.40945228953866
failure,436.5497380193696
scarred,122.065487141
diminished,213.94986305700002
fountain,-374.1365288499501
blazed,2608.1618421485996
filing,40.311451858599995
trying,90.82291666913098
packing,50.18415661796677
clutching,1700.2179027927832
favourable,3652.1707963088006
fine,78.61820132872977
home,20.2397958141727
sinking,-3361.2386141961
implied,-2379.3536267441
peaks,-509.8651084465
parcel,519.6673885543332
circles,-3558.802367595967
suitcase,65.346847778
grim,150.5207945725167
strings,2964.604902205749
factory,-112.28465062404662
hatred,-53.54086432584083
endure,2729.1821701502504
curl,100.81300292
foam,976.1832821319999
chuckled,1108.5371453417338
pretence,2153.254951545
positions,1062.6559617185237
apparent,405.4083539383586
challenge,-835.2411764182265
bursting,-2290.185688535667
explanation,-531.6096877948928
giggled,925.7332952310334
ashes,-1594.36692835008
unexpected,-1382.680067652066
surroundings,1939.4000895820002
blind,-326.28415731119213
scores,168.618896183
previously,556.6884129321259
semblance,-5850.165476863332
indifferent,2779.6078019864676
succeed,3511.5191921210994
genius,-316.2643547196333
groan,1434.5543017273328
saluted,264.26526762749995
sane,-47.988199594749865
wishing,3253.7060546656007
ends,519.0744631556225
enterprise,-1198.4685309650001
measure,1295.6083882756282
spoke,-44.35730451787696
maze,-2055.15134504527
respected,2438.1536062532355
weighed,-838.7671736721335
balanced,-612.0975131666336
revenge,1010.6396248175199
placing,636.7126368593334
sofa,905.1430268379999
chap,76.805673875225
operation,-1111.5284498624917
determination,-565.5611777129332
e,243.04904322201006
constantly,-631.4248960566675
rattled,-953.8667895826336
returns,373.7769950140001
slowed,815.5903785198333
pausing,-1027.4075401769999
polite,-764.7868653744449
excitedly,767.8027908743334
interminable,1261.50207407
expert,-1126.6710486674995
expedition,-44.965506669806
greet,-3515.347295598333
tiring,-206.568599931
twentieth,1407.877594445
glimpses,819.09419025
giving,-311.73796458767293
e.,78.3902482448
furnish,-1013.0675232285
rope,-116.12506688520753
think,2.415185078437308
vulgar,37.11082086209999
returned,-81.29278118241159
pencil,-523.8631713486867
bacon,246.108586088
appreciate,31.90417632757497
fright,-570.4922586814665
certainty,-2326.211438646125
sum,3713.0509619565323
secret,-111.08585374884531
battle,-119.52140135335783
weakness,-1302.4060587360095
tide,-383.4772024646533
himself,7.964451151013315
dismal,2535.8637960099995
slow,187.391745599339
pondered,3249.970333327399
cease,-290.46590213779984
hidden,-88.54985608996795
mystery,-777.4433629424827
likewise,2823.2313299153334
garden,-31.478099917159224
argued,-571.2750628706665
weapon,-125.81609782087574
