docid,firstpub,date,birthdate,recept,tags,enumcron,nationality,gender,author,title
BaraFALbio,1744,1744,1682,,bio,,,,"Baratier, Francois,",AN ACCOUNT OF THE LIFE OF John Philip Barretier Who was Master of Five LANGUAGES at the Age of Nine YEARS.
HaywEFFfic,1744,1744,1693,,fic,,,,"Haywood, Eliza,",The Fortunate Foundlings
LangGLSbio,1745,1745,1720,,bio,,,,"Langley, Gilbert,",THE LIFE And SURPRIZING ADVENTURES OF GILBERT LANGLEY Formerly of Serle-Street near Lincoln's-Inn Goldsmith and Jeweller and afterwards a notorious Sharper and Gamester; having ran away to Holland with upwards of Twenty Thousand Pounds of his Creditors Money.
PilkLMMbio,1748,1748,1712,,bio,,,,"Pilkington, Laetitia,",MEMOIRS OF Mrs. Laetitia Pilkington WIFE TO THE Rev. Mr. Matthew Pilkington.
HumeDTAbio,1748,1748,1711,,bio,,,,"Hume, David,",A TRUE ACCOUNT OF THE BEHAVIOUR AND CONDUCT OF ARCHIBALD STEWART Esq LATE Lord PROVOST of Edinburgh.
PilkLTLbio,1748,1748,1712,,bio,,,,"Pilkington, Laetitia,",The Third and last Volume OF THE MEMOIRS OF Mrs. Laetitia Pilkington
PilkLMM2bio,1748,1748,1712,,bio,,,,"Pilkington, Laetitia,",MEMOIRS OF Mrs. Laetitia Pilkington WIFE TO THE Rev. Mr. Matthew Pilkington.
RichSCO3fic,1748,1748,1689,,fic,,,,"Richardson, Samuel,",CLARISSA. OR THE HISTORY OF A YOUNG LADY: Comprehending The most Important Concerns of Private LIFE And particularly shewing The DISTRESSES that may attend the Misconduct Both of PARENTS and CHILDREN In Relation to MARRIAGE. Published by the EDITOR of PAMELA. VOL. IV.
RichSCO5fic,1748,1748,1689,,fic,,,,"Richardson, Samuel,",CLARISSA. OR THE HISTORY OF A YOUNG LADY: Comprehending The most Important Concerns of Private LIFE; And particularly shewing The DISTRESSES that may attend the Misconduct Both of PARENTS and CHILDREN In Relation to MARRIAGE.
RichSCO4fic,1748,1748,1689,,fic,,,,"Richardson, Samuel,",CLARISSA. OR THE HISTORY OF A YOUNG LADY: Comprehending The most Important Concerns of Private LIFE; And particularly shewing The DISTRESSES that may attend the Misconduct Both of PARENTS and CHILDREN In Relation to MARRIAGE. Published by the EDITOR of PAMELA. VOL. VII.
RichSCO2fic,1748,1748,1689,,fic,,,,"Richardson, Samuel,",CLARISSA. OR THE HISTORY OF A YOUNG LADY: Comprehending The most Important Concerns of Private LIFE. And particularly shewing The DISTRESSES that may attend the Misconduct Both of PARENTS and CHILDREN In Relation to MARRIAGE. Published by the EDITOR of PAMELA. VOL. II.
RichSCfic,1748,1748,1689,,fic,,,,"Richardson, Samuel,",CLARISSA.
RichSCOfic,1748,1748,1689,,fic,,,,"Richardson, Samuel,",CLARISSA. OR THE HISTORY OF A YOUNG LADY: Comprehending The most Important Concerns of Private LIFE. And particularly shewing The DISTRESSES that may attend the Misconduct Both of PARENTS and CHILDREN In Relation to MARRIAGE. Published by the EDITOR of PAMELA. VOL. I.
RichSC2fic,1748,1748,1689,,fic,,,,"Richardson, Samuel,",CLARISSA.
SmolTARfic,1748,1748,1721,,fic,,,,"Smollett, Tobias George,",THE ADVENTURES OF Roderick Random.
SmolTAR2fic,1748,1748,1721,,fic,,,,"Smollett, Tobias George,",THE ADVENTURES OF Roderick Random.
JaneJELbio,1749,1749,1636,,bio,,,,"Janeway, James,",AN EXTRACT OF THE LIFE and DEATH OF Mr. John Janeway Fellow of King's-College in Cambridge.
RichSLPfic,1751,1751,1689,,fic,,,,"Richardson, Samuel,",LETTERS and PASSAGES RESTORED From the Original Manuscripts OF THE History of CLARISSA. To which is subjoined A Collection of such of the Moral and Instructive SENTIMENTS CAUTIONS APHORISMS REFLECTIONS and OBSERVATIONS contained in the History as are presumed to be of general Use and Service. Digested under Proper HEADS.
LennCFQfic,1752,1752,1727,,fic,,,,"Lennox, Charlotte, ca. 1729-1804,",THE Female QUIXOTE; OR THE ADVENTURES OF ARABELLA. In TWO VOLUMES. VOL. I.
LennCFQ2fic,1752,1752,1727,,fic,,,,"Lennox, Charlotte, ca. 1729-1804,",THE Female QUIXOTE; OR THE ADVENTURES OF ARABELLA. In TWO VOLUMES. VOL. II.
RichSHS5fic,1753,1753,1689,,fic,,,,"Richardson, Samuel,",THE HISTORY OF Sir CHARLES GRANDISON. IN A SERIES of LETTERS Published from the ORIGINALS By the Editor of PAMELA and CLARISSA.
LennCSI2fic,1753,1753,1728,,fic,,,,"Lennox, Charlotte, ca. 1729-1804,",Shakespear Illustrated: OR THE NOVELS and HISTORIES On which the PLAYS of SHAKESPEAR Are Founded COLLECTED and TRANSLATED from the ORIGINAL AUTHORS. WITH CRITICAL REMARKS. BY THE Author of the FEMALE QUIXOTE. VOL. II.
RichSHS7fic,1753,1753,1689,,fic,,,,"Richardson, Samuel,",THE HISTORY OF Sir CHARLES GRANDISON. IN A SERIES of LETTERS Published from the ORIGINALS By the Editor of PAMELA and CLARISSA.
RichSHS2fic,1753,1753,1689,,fic,,,,"Richardson, Samuel,",THE HISTORY OF Sir CHARLES GRANDISON. IN A SERIES of LETTERS Published from the ORIGINALS By the Editor of PAMELA and CLARISSA.
RichSHS6fic,1753,1753,1689,,fic,,,,"Richardson, Samuel,",THE HISTORY OF Sir CHARLES GRANDISON.
LennCSIfic,1753,1753,1728,,fic,,,,"Lennox, Charlotte, ca. 1729-1804,",Shakespear Illustrated: OR THE NOVELS and HISTORIES On which the PLAYS of SHAKESPEAR Are Founded COLLECTED and TRANSLATED from the ORIGINAL AUTHORS. WITH CRITICAL REMARKS. In TWO VOLUMES. BY THE Author of the FEMALE QUIXOTE.
RichSHS4fic,1753,1753,1689,,fic,,,,"Richardson, Samuel,",THE HISTORY OF Sir CHARLES GRANDISON. IN A SERIES of LETTERS Published from the ORIGINALS By the Editor of PAMELA and CLARISSA.
RichSHS3fic,1753,1753,1689,,fic,,,,"Richardson, Samuel,",THE HISTORY OF Sir CHARLES GRANDISON. IN A SERIES of LETTERS Published from the ORIGINALS By the Editor of PAMELA and CLARISSA.
LennCSI3fic,1754,1754,1729,,fic,,,,"Lennox, Charlotte, ca. 1729-1804,",Shakespear Illustrated: OR THE NOVELS and HISTORIES On which the PLAYS of SHAKESPEAR Are Founded COLLECTED and TRANSLATED from the ORIGINAL AUTHORS. WITH CRITICAL REMARKS. The THIRD and LAST VOLUME. BY THE Author of the FEMALE QUIXOTE.
CharCNLbio,1755,1755,1713,,bio,,,,"Charke, Charlotte,",A NARRATIVE of the LIFE OF Mrs. CHARLOTTE CHARKE (Youngest Daughter of COLLEY CIBBER Esq) CONTAININGI. An Account of her Birth Education and mad Pranks committed in her Youth.II. Her coming on the Stage; Success there; and sundry Theatrical Anecdotes.III. Her Marriage to Mr. Charke and its Consequences.IV. Her Adventures in Mens Cloaths and being belov'd by a Lady of great Fortune who intended to marry her.V. Her being Gentleman to a certain Peer.VI. Her commencing Strolling - Player; with various and surprizing Vicissitudes of Fortune during nine Years Peregrination.VII. Her turning Pastry Cook &c. in Wales. With several extremely humourous and interesting Occurrences.Written by HERSELF.
GilpWLHbio,1755,1755,1724,,bio,,,,"Gilpin, William,",THE LIFE OF HUGH LATIMER Bishop of Worcester.
CharCMOfic,1755,1755,1713,,fic,,,,"Charke, Charlotte,",THE MERCER OR Fatal Extravagance: BEING A TRUE NARRATIVE Of the LIFE of Mr. Wm. DENNIS.
WebbWANbio,1756,1756,1731,,bio,,,,"Webb, William, mate of the Doddington East Indiaman,",AN AUTHENTIC NARRATIVE Of the Loss of the DODDINGTON INDIAMAN And of the Adventures of those on board who survived the Shipwreck; from the Journal of one of the surviving Officers.
AmorTLJfic,1756,1756,1691,,fic,,,,"Amory, Thomas,",THE LIFE OF JOHN BUNCLE Esq CONTAINING Various OBSERVATIONS and REFLECTIONS Made in several Parts of the WORLD; AND Many extraordinary RELATIONS.
JaneJTFbio,1757,1757,1636,,bio,,,,"Janeway, James,","A TOKEN FOR CHILDREN. BEING An Exact Account of the Conversion, Holy and Exemplary Lives, and Joyful Deaths of several Young Children."
GrifRSGfic,1757,1757,1732,,fic,,,,"Griffith, Richard, d. 1788,",A SERIES of Genuine LETTERS BETWEEN HENRY AND FRANCES.
GrifRSG2fic,1757,1757,1732,,fic,,,,"Griffith, Richard, d. 1788,",A SERIES of Genuine LETTERS BETWEEN HENRY AND FRANCES.
CharCLTfic,1758,1758,1713,,fic,,,,"Charke, Charlotte,",THE LOVER'S TREAT: OR Unnatural Hatred. BEING A True NARRATIVE as deliver'd to the Author by one of the Family who was principally concern'd in the following Account.
JohnSRPfic,1759,1759,1709,,fic,,,,"Johnson, Samuel,","The History of Rasselas, Prince of Abyssinia"
Anon60LM2fic,1760,1760,1735,,fic,,,,,THE LADY'S MUSEUM.
SterLYMfic,1760,1760,1713,,fic,,,,"Sterne, Laurence,",YORICK's MEDITATIONS UPON VARIOUS Interesting and Important SUBJECTS. VIZ.Upon NOTHING.Upon SOMETHING.Upon the THING.Upon the CONSTITUTION.On TOBACCO.On NOSES.Upon QUACKS.Upon MIDWIVES.Upon the HOMUNCULUS.Upon HOBBY-HORSES.Upon MOMUS'S GLASS.Upon DIGRESSIONS.On OBSCURITY in Writing.On NONSENSE.Upon the ASSOCIATION of IDEAS.Upon CUCKOLDS.Upon the MAN in the MOON.Upon the MONADES of LEIBNITZ.Upon Virtu.Upon CONSCIENCE.Upon DRUNKENNESS.Upon a CLOSE-STOOLMEDITATION upon MEDITATIONS.
SterLERfic,1760,1760,1713,,fic,,,,"Sterne, Laurence,",EXPLANATORY REMARKS UPON THE LIFE AND OPINIONS OF TRISTRAM SHANDY; WHEREIN The MORALS and POLITICS of this PIECE are clearly laid open By JEREMIAH KUNASTROKIUS M. D.
StevGHTfic,1760,1760,1710,,fic,,,,"Stevens, George Alexander,",THE HISTORY OF TOM FOOL.
SterLLO2fic,1760,1760,1713,,fic,,,,"Sterne, Laurence,",THE LIFE AND OPINIONS OF TRISTRAM SHANDY GENTLEMAN.
MackCSRfic,1760,1760,1697,,fic,,,,"Macklin, Charles,",A SCOTSMAN'S REMARKS On the FARCE of LOVE A LA MODE SCENE by SCENE. As it is acted at the THEATRE ROYAL in Drury Lane.
HawkJAH2fic,1761,1761,1715,,fic,,,,"Hawkesworth, John,",ALMORAN AND HAMET: AN ORIENTAL TALE.
HawkJAHfic,1761,1761,1715,,fic,,,,"Hawkesworth, John,",ALMORAN AND HAMET: AN ORIENTAL TALE.
GoldOLRbio,1762,1762,1728,,bio,,,,"Goldsmith, Oliver,",THE LIFE OF RICHARD NASH Of BATHEsq Extracted principally from His ORIGINAL PAPERS.
LennCSBfic,1762,1762,1737,,fic,,,,"Lennox, Charlotte, ca. 1729-1804,",SOPHIA. BY Mrs. CHARLOTTE LENNOX.
GoldOCW3fic,1762,1762,1728,,fic,,,,"Goldsmith, Oliver,",THE CITIZEN of the WORLD; OR LETTERS FROM A CHINESE PHILOSOPHER Residing in LONDON TO HIS FRIENDS in the EAST.
MacpJBLfic,1762,1762,1736,,fic,,,,"Macpherson, James,",THE BATTLE of LORA. A POEM WITH Some FRAGMENTS written in the ERSE or IRISH LANGUAGE BY OSSIAN the SON of FINGAL.
GoldOCWfic,1762,1762,1728,,fic,,,,"Goldsmith, Oliver,",THE CITIZEN of the WORLD; OR LETTERS FROM A CHINESE PHILOSOPHER Residing in LONDON TO HIS FRIENDS in the EAST.
MacpJFA2fic,1762,1762,1736,,fic,,,,"Macpherson, James,",FINGAL AN ANCIENT EPIC POEM In SIX BOOKS: Together with several other POEMS composed by OSSIAN the Son of FINGAL.
GoldOCW2fic,1762,1762,1728,,fic,,,,"Goldsmith, Oliver,",THE CITIZEN of the WORLD; OR LETTERS FROM A CHINESE PHILOSOPHER Residing in LONDON TO HIS FRIENDS in the EAST.
PsalGMPbio,1764,1764,1679,,bio,,,,"Psalmanazar, George,",MEMOIRS of * * * *. Commonly known by the Name of GEORGE PSALMANAZAR; A Reputed Native of FORMOSA. Written by himself In order to be published after his Death. CONTAINING An Account of his Education Travels Adventures Connections Literary Productions and pretended Conversion from Heathenism to Christianity; which last proved the Occasion of his being brought over into this Kingdom and passing for a Proselyte and a Member of the Church of England.
GentFHRfic,1764,1764,1728,,fic,,,,"Gentleman, Francis,",THE HISTORY OF The Robinhood Society. IN WHICH THE ORIGIN OF THAT ILLUSTRIOUS BODY of MEN is traced; The Method of managing their DEBATES is shewn; The MEMOIRS of the various Members that compose it are given; And some ORIGINAL SPEECHES as Specimens of their Oratorical Abilities are recorded. Chiefly compiled from Original Papers.
WalpHCO2fic,1765,1765,1717,,fic,,,,"Walpole, Horace,",THE CASTLE of OTRANTO A STORY.
GoldOVW2fic,1766,1766,1728,,fic,,,,"Goldsmith, Oliver,",THE VICAR OF WAKEFIELD: A TALE. Supposed to be written by HIMSELF.
BoswJDSfic,1767,1767,1740,,fic,,,,"Boswell, James,",DORANDO A SPANISH TALE.
MurpAGMbio,1769,1769,1727,,bio,,,,"Murphy, Arthur,",GENUINE MEMOIRS OF THE LIFE AND ADVENTURES OF THE CELEBRATED MISS ANN ELLIOT.
SmolTHA2fic,1769,1769,1721,,fic,,,,"Smollett, Tobias George,",THE HISTORY AND ADVENTURES OF AN ATOM.
GoldOLTbio,1770,1770,1728,,bio,,,,"Goldsmith, Oliver,",THE LIFE OF THOMAS PARNELL D.D. ARCHDEACON of CLOGHER. COMPILED FROM ORIGINAL PAPERS and MEMOIRS: IN WHICH ARE INCLUDED SEVERAL LETTERS Of Mr. POPE Mr. GAY Dr. ARBUTHNOT &c. &c.
GoldOLHbio,1770,1770,1728,,bio,,,,"Goldsmith, Oliver,",THE LIFE OF HENRY ST. JOHN LORD VISCOUNT BOLINGBROKE.
BickILAbio,1770,1770,1735,,bio,,,,"Bickerstaff, Isaac,",THE Life and Adventures OF AMBROSE GWINETT Well known to the Public as the lame Beggar-man who for many years swept the way between the Meuse-Gate and Spring-Gardens Charing Cross. Taken almost literally from his own mouth. Giving an Account of his Parentage___ and being put out to an Attorney at Canterbury with whom he lived four Years when he obtain'd his master's consent to visit his sister who was marry'd and lived near Deal but not being used to travelling he was greatly fatigu'd and got a lodging within three miles of his sister's by mentioning her name; the Landlady prevailed on her uncle to let him have half his bed which he paid for that night and departed early in the morning and arrived at his sister's with whom and his brother-in-law he breakfasted and in an hour or two after came the landlord of the house where he had lodged charging him with the murder of his bedfellow for which he was committed and at the assizes at Maidstone condemned and order'd to be hung in Chains which was accordingly executed and a boy going to fetch his cows see his Jaw move and went and acquainted his master who with assistants cut down the gibbet and disengaging him from his irons put him into a warm bed by which he recover'd and was sent abroad where he met with the very man for whose supposed murder he had been executed; and who gave a surprising relation of the many accidents that had befel him. Their mutual agreement to return to England together &c.
GrifMHL3fic,1771,1771,1720,,fic,,,,"Griffith, Mrs. (Elizabeth),",THE HISTORY OF LADY BARTON A NOVEL IN LETTERS
GrifMHLfic,1771,1771,1720,,fic,,,,"Griffith, Mrs. (Elizabeth),",THE HISTORY OF LADY BARTON A NOVEL IN LETTERS
CradJLJbio,1773,1773,1742,,bio,,,,"Cradock, Joseph,",THE LIFE OF JOHN WILKES Esq In the Manner of PLUTARCH. BEING A SPECIMEN of a larger Work.
GlovRLDbio,1774,1774,1712,,bio,,,,"Glover, Richard,",THE LIFE OF Dr. OLIVER GOLDSMITH: WRITTEN FROM Personal Knowledge authentic Papers and other indubitable Authorities. TO WHICH ARE ADDED Such select Observations from various Parts of this Writer's Works as may tend to recreate the Fancy improve the Understanding and amend the Heart.
PratMLO5fic,1775,1775,1749,,fic,,,,"Pratt, Mr. (Samuel Jackson),",LIBERAL OPINIONS In which is continued the HISTORY OF BENIGNUS.
PratMLO2fic,1775,1775,1749,,fic,,,,"Pratt, Mr. (Samuel Jackson),",LIBERAL OPINIONS UPON ANIMALS MAN AND PROVIDENCE.
PratMLOfic,1775,1775,1749,,fic,,,,"Pratt, Mr. (Samuel Jackson),",LIBERAL OPINIONS UPON ANIMALS MAN AND PROVIDENCE.
HutcWWAfic,1775,1775,1732,,fic,,,,"Hutchinson, William,",A WEEK at a COTTAGE a Pastoral Tale.
PratMLO4fic,1775,1775,1749,,fic,,,,"Pratt, Mr. (Samuel Jackson),",LIBERAL OPINIONS In which is continued the HISTORY OF BENIGNUS.
PratMLO3fic,1775,1775,1749,,fic,,,,"Pratt, Mr. (Samuel Jackson),",LIBERAL OPINIONS In which is continued the HISTORY OF BENIGNUS.
PratMPP2fic,1776,1776,1749,,fic,,,,"Pratt, Mr. (Samuel Jackson),",THE PUPIL OF PLEASURE: OR The New System Illustrated. INSCRIBED To Mrs. EUGENIA STANHOPE EDITOR OF LORD CHESTERFIELD's LETTERS. By COURTNEY MELMOTH. Versatile ingenium.
GrifMSL2fic,1776,1776,1720,,fic,,,,"Griffith, Mrs. (Elizabeth),",THE STORY OF LADY JULIANA HARLEY.
HumeDLDbio,1777,1777,1711,,bio,,,,"Hume, David,",THE LIFE OF DAVID HUME ESQ. WRITTEN BY HIMSELF.
